	Domain	Phylum	Class	Subclass	Order	Suborder	Family	Genus
OTU2375	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Chromatiales	Chromatiales_suborder	Ectothiorhodospiraceae	Ectothiorhodosinus
OTU2376	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2377	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Oleibacter
OTU2378	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteria_subclass	Spartobacteria_subclass_order	Spartobacteria_subclass_order_suborder	Spartobacteria_subclass_order_suborder_family	Spartobacteria_genera_incertae_sedis
OTU2379	Bacteria	TM7	TM7_class	TM7_class_subclass	TM7_class_subclass_order	TM7_class_subclass_order_suborder	TM7_class_subclass_order_suborder_family	TM7_genera_incertae_sedis
OTU2380	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Frondihabitans
OTU2381	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Persicitalea
OTU2382	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Acinetobacter
OTU2383	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Nocardiaceae	Smaragdicoccus
OTU2384	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rickettsiales	Rickettsiales_suborder	Anaplasmataceae	Wolbachia
OTU2385	Bacteria	Acidobacteria	Acidobacteria_Gp4	Acidobacteria_Gp4_subclass	Acidobacteria_Gp4_subclass_order	Acidobacteria_Gp4_subclass_order_suborder	Acidobacteria_Gp4_subclass_order_suborder_family	Gp4
OTU2386	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU2387	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Acinetobacter
OTU2388	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Serpens
OTU2389	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2390	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingosinicella
OTU2391	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Porticoccus
OTU2392	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU2393	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Aeromonadales	Aeromonadales_suborder	Succinivibrionaceae	Succinivibrio
OTU2394	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Sorangiineae	Polyangiaceae	Sorangium
OTU2395	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU2396	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Zavarzinella
OTU2397	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_subclass	Anaerolineales	Anaerolineales_suborder	Anaerolineaceae	Longilinea
OTU2398	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Sporobacter
OTU2399	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Isosphaera
OTU2400	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Rhodobacter
OTU2401	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Anaeroglobus
OTU2402	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Leuconostocaceae	Leuconostoc
OTU2403	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Allomonas
OTU2404	Bacteria	Spirochaetes	Spirochaetes	Spirochaetes_subclass	Spirochaetales	Spirochaetales_suborder	Leptospiraceae	Turneriella
OTU2405	Bacteria	Actinobacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacterineae	Coriobacteriaceae	Enterorhabdus
OTU2406	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Actinomycineae	Actinomycetaceae	Actinomyces
OTU2407	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Burkholderiales_incertae_sedis	Aquabacterium
OTU2408	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Bacillariophyta
OTU2409	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Blautia
OTU2410	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Carnobacteriaceae	Granulicatella
OTU2411	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingomonas
OTU2412	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Catellibacterium
OTU2413	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Modicisalibacter
OTU2414	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Clostridium XlVb
OTU2415	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rickettsiales	Rickettsiales_suborder	Rickettsiaceae	Rickettsia
OTU2416	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Pseudoalteromonadaceae	Algicola
OTU2417	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Sporobacter
OTU2418	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Xanthomonadaceae	Rudaea
OTU2419	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Bdellovibrio
OTU2420	Bacteria	OD1	OD1_class	OD1_class_subclass	OD1_class_subclass_order	OD1_class_subclass_order_suborder	OD1_class_subclass_order_suborder_family	OD1_genera_incertae_sedis
OTU2421	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 1	Clostridium sensu stricto
OTU2422	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Rhodonellum
OTU2423	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sandarakinorhabdus
OTU2424	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Vampirovibrio
OTU2425	Bacteria	Verrucomicrobia	Subdivision3	Subdivision3_subclass	Subdivision3_subclass_order	Subdivision3_subclass_order_suborder	Subdivision3_subclass_order_suborder_family	Subdivision3_genera_incertae_sedis
OTU2426	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU2427	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU2428	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae	Sphaerobacter
OTU2429	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Shewanellaceae	Shewanella
OTU2430	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Streptophyta
OTU2431	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadia_subclass	Armatimonadales	Armatimonadales_suborder	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1
OTU2432	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Centipeda
OTU2433	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Phyllobacteriaceae	Mesorhizobium
OTU2434	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Allomonas
OTU2435	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU2436	Bacteria	OD1	OD1_class	OD1_class_subclass	OD1_class_subclass_order	OD1_class_subclass_order_suborder	OD1_class_subclass_order_suborder_family	OD1_genera_incertae_sedis
OTU2437	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2438	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Syntrophobacterales	Syntrophobacterales_suborder	Syntrophobacteraceae	Desulfosoma
OTU2439	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Acinetobacter
OTU2440	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Tannerella
OTU2441	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Ruminococcus
OTU2442	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Curtobacterium
OTU2443	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Anaerococcus
OTU2444	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Sphingobacteriaceae	Pseudosphingobacterium
OTU2445	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Sporotalea
OTU2446	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Aurantimonadaceae	Fulvimarina
OTU2447	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU2448	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Aurantimonadaceae	Fulvimarina
OTU2449	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_subclass	Anaerolineales	Anaerolineales_suborder	Anaerolineaceae	Levilinea
OTU2450	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Acinetobacter
OTU2451	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Peptococcaceae 1	Peptococcus
OTU2452	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Bacteroidaceae	Anaerorhabdus
OTU2453	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Listonella
OTU2454	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Tannerella
OTU2455	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Adhaeribacter
OTU2456	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Sphingobacteriaceae	Solitalea
OTU2457	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU2458	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cyclobacteriaceae	Algoriphagus
OTU2459	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU2460	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2461	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Geodermatophilaceae	Blastococcus
OTU2462	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU2463	Bacteria	Verrucomicrobia	Subdivision5	Subdivision5_subclass	Subdivision5_subclass_order	Subdivision5_subclass_order_suborder	Subdivision5_subclass_order_suborder_family	Subdivision5_genera_incertae_sedis
OTU2464	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Roseburia
OTU2465	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Oceaniserpentilla
OTU2466	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pasteurellales	Pasteurellales_suborder	Pasteurellaceae	Actinobacillus
OTU2467	Bacteria	Proteobacteria	Epsilonproteobacteria	Epsilonproteobacteria_subclass	Campylobacterales	Campylobacterales_suborder	Helicobacteraceae	Helicobacter
OTU2468	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Xanthomonadaceae	Rudaea
OTU2469	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Ferrimonadaceae	Paraferrimonas
OTU2470	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU2471	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Comamonadaceae	Acidovorax
OTU2472	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pasteurellales	Pasteurellales_suborder	Pasteurellaceae	Haemophilus
OTU2473	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Brucellaceae	Brucella
OTU2474	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Litoribacter
OTU2475	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Hydrotalea
OTU2476	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Clostridium XlVa
OTU2477	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Chryseobacterium
OTU2478	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Sphingobacteriaceae	Sphingobacterium
OTU2479	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Devosia
OTU2480	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Bdellovibrio
OTU2481	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Schlesneria
OTU2482	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2483	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2484	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sneathiellales	Sneathiellales_suborder	Sneathiellaceae	Sneathiella
OTU2485	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteria_subclass	Spartobacteria_subclass_order	Spartobacteria_subclass_order_suborder	Spartobacteria_subclass_order_suborder_family	Spartobacteria_genera_incertae_sedis
OTU2486	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Cyanobacteria_subclass	Cyanobacteria_subclass_order	Cyanobacteria_subclass_order_suborder	Family I	GpI
OTU2487	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Novosphingobium
OTU2488	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Dialister
OTU2489	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingomonas
OTU2490	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU2491	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Shewanellaceae	Shewanella
OTU2492	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU2493	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Anaerovibrio
OTU2494	Bacteria	Verrucomicrobia	Subdivision5	Subdivision5_subclass	Subdivision5_subclass_order	Subdivision5_subclass_order_suborder	Subdivision5_subclass_order_suborder_family	Subdivision5_genera_incertae_sedis
OTU2495	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Shewanellaceae	Shewanella
OTU2496	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Hyphomicrobium
OTU2497	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU2498	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Hyphomicrobium
OTU2499	Bacteria	TM7	TM7_class	TM7_class_subclass	TM7_class_subclass_order	TM7_class_subclass_order_suborder	TM7_class_subclass_order_suborder_family	TM7_genera_incertae_sedis
OTU2500	Archaea	Crenarchaeota	Thermoprotei	Thermoprotei_subclass	Fervidicoccales	Fervidicoccales_suborder	Fervidicoccaceae	Fervidicoccus
OTU2501	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU2502	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Planctomyces
OTU2503	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Parachlamydia
OTU2504	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Corynebacteriaceae	Corynebacterium
OTU2505	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Cellulophaga
OTU2506	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2507	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Coprococcus
OTU2508	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Bacteroidaceae	Bacteroides
OTU2509	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Modicisalibacter
OTU2510	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Hyphomicrobium
OTU2511	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Caulobacterales	Caulobacterales_suborder	Hyphomonadaceae	Maricaulis
OTU2512	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Aurantimonadaceae	Martelella
OTU2513	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Desulfobacterales	Desulfobacterales_suborder	Desulfobacteraceae	Desulfospira
OTU2514	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Aurantimonadaceae	Martelella
OTU2515	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Cystobacter
OTU2516	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU2517	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Nakamurellaceae	Humicoccus
OTU2518	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Emticicia
OTU2519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Paraprevotella
OTU2520	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Micrococcaceae	Kocuria
OTU2521	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Pseudomonas
OTU2522	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaeria_subclass	Lentisphaerales	Lentisphaerales_suborder	Lentisphaeraceae	Lentisphaera
OTU2523	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Oleibacter
OTU2524	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Oribacterium
OTU2525	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Nannocystineae	Haliangiaceae	Haliangium
OTU2526	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Neisseriales	Neisseriales_suborder	Neisseriaceae	Neisseria
OTU2527	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Ekhidna
OTU2528	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Pseudomonas
OTU2529	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Hallella
OTU2530	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Anaeromyxobacter
OTU2531	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU2532	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Flavonifractor
OTU2533	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Bdellovibrio
OTU2534	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Listonella
OTU2535	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU2536	Bacteria	Chloroflexi	Caldilineae	Caldilineae_subclass	Caldilineales	Caldilineales_suborder	Caldilineaceae	Caldilinea
OTU2537	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Acetitomaculum
OTU2538	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Saccharofermentans
OTU2539	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Planococcaceae	Lysinibacillus
OTU2540	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Cetobacterium
OTU2541	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Lacibacter
OTU2542	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Oleibacter
OTU2543	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Myxococcaceae	Corallococcus
